US,city_id,type,category,cause,deaths,pop,prop0,prop15,prop40,prop65
1,55,Small Groups,NCDs,Other NCD,13,177886,0.181,0.323,0.336,0.16
1,55,Small Groups,NCDs,Respiratory diseases,188,177886,0.181,0.323,0.336,0.16
1,56,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,1044,118747,0.199,0.371,0.285,0.145
1,56,Large Groups,Cancer,Cancer,233,118747,0.199,0.371,0.285,0.145
1,56,Large Groups,CMNN,CMNN,60,118747,0.199,0.371,0.285,0.145
1,56,Large Groups,Injuries,Homicides,Suppressed,118747,0.199,0.371,0.285,0.145
1,56,Large Groups,Injuries,Non-violent injuries,47,118747,0.199,0.371,0.285,0.145
1,56,Large Groups,Injuries,Suicides,15,118747,0.199,0.371,0.285,0.145
1,56,Large Groups,NCDs,NCDs,682,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Cancer,Bladder cancer,Suppressed,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Cancer,Brain and nervous system cancers,Suppressed,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Cancer,Breast cancer,16,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Cancer,Cervix uteri cancer,Suppressed,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Cancer,Colon and rectum cancers,19,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Cancer,Corpus uteri cancer,Suppressed,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Cancer,Gallbladder and biliary tract cancer,Suppressed,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Cancer,Kidney and ureter cancer,Suppressed,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Cancer,Larynx cancer,Suppressed,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Cancer,Leukaemia,11,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Cancer,Liver cancer,14,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Cancer,"Lymphomas, multiple myeloma",14,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Cancer,Melanoma and other skin cancers,Suppressed,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Cancer,Mouth and oropharynx cancers,Suppressed,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Cancer,Oesophagus cancer,Suppressed,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Cancer,Other Cancer,28,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Cancer,Ovary cancer,Suppressed,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Cancer,Pancreas cancer,16,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Cancer,Prostate cancer,10,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Cancer,Stomach cancer,Suppressed,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Cancer,"Trachea, bronchus, lung cancers",58,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,CMNN,Infectious Diseases,34,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,CMNN,Maternal Conditions,Suppressed,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,CMNN,Nutritional Conditions,Suppressed,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,CMNN,Perinatal Conditions,Suppressed,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,CMNN,Respiratory Infections,17,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,CMNN,STDs and HIV/AIDS,Suppressed,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,CMNN,Tuberculosis,Suppressed,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Injuries,Other unintentional injuries,27,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Injuries,Road traffic accidents,20,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Injuries,Suicide,15,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,Injuries,Violence,Suppressed,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,NCDs,Cardiovascular diseases,272,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,NCDs,Cirrhosis of the liver,24,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,NCDs,Congenital anomalies,Suppressed,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,NCDs,Diabetes mellitus and other endocrine disorders,46,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,NCDs,Digestive Diseases,34,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,NCDs,Genitourinary diseases,33,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,NCDs,Neuropsychiatric disorders,160,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,NCDs,Other NCD,11,118747,0.199,0.371,0.285,0.145
1,56,Small Groups,NCDs,Respiratory diseases,98,118747,0.199,0.371,0.285,0.145
1,57,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,1580,111496,0.166,0.292,0.347,0.195
1,57,Large Groups,Cancer,Cancer,337,111496,0.166,0.292,0.347,0.195
1,57,Large Groups,CMNN,CMNN,96,111496,0.166,0.292,0.347,0.195
1,57,Large Groups,Injuries,Homicides,Suppressed,111496,0.166,0.292,0.347,0.195
1,57,Large Groups,Injuries,Non-violent injuries,85,111496,0.166,0.292,0.347,0.195
1,57,Large Groups,Injuries,Suicides,26,111496,0.166,0.292,0.347,0.195
1,57,Large Groups,NCDs,NCDs,1028,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Cancer,Bladder cancer,Suppressed,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Cancer,Brain and nervous system cancers,Suppressed,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Cancer,Breast cancer,18,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Cancer,Cervix uteri cancer,Suppressed,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Cancer,Colon and rectum cancers,36,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Cancer,Corpus uteri cancer,Suppressed,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Cancer,Gallbladder and biliary tract cancer,Suppressed,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Cancer,Kidney and ureter cancer,Suppressed,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Cancer,Larynx cancer,Suppressed,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Cancer,Leukaemia,11,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Cancer,Liver cancer,11,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Cancer,"Lymphomas, multiple myeloma",15,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Cancer,Melanoma and other skin cancers,Suppressed,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Cancer,Mouth and oropharynx cancers,Suppressed,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Cancer,Oesophagus cancer,10,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Cancer,Other Cancer,43,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Cancer,Ovary cancer,Suppressed,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Cancer,Pancreas cancer,22,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Cancer,Prostate cancer,10,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Cancer,Stomach cancer,Suppressed,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Cancer,"Trachea, bronchus, lung cancers",102,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,CMNN,Infectious Diseases,46,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,CMNN,Maternal Conditions,Suppressed,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,CMNN,Nutritional Conditions,Suppressed,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,CMNN,Perinatal Conditions,Suppressed,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,CMNN,Respiratory Infections,41,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,CMNN,STDs and HIV/AIDS,Suppressed,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,CMNN,Tuberculosis,Suppressed,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Injuries,Other unintentional injuries,64,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Injuries,Road traffic accidents,21,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Injuries,Suicide,26,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,Injuries,Violence,Suppressed,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,NCDs,Cardiovascular diseases,452,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,NCDs,Cirrhosis of the liver,25,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,NCDs,Congenital anomalies,Suppressed,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,NCDs,Diabetes mellitus and other endocrine disorders,89,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,NCDs,Digestive Diseases,45,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,NCDs,Genitourinary diseases,53,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,NCDs,Neuropsychiatric disorders,174,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,NCDs,Other NCD,11,111496,0.166,0.292,0.347,0.195
1,57,Small Groups,NCDs,Respiratory diseases,174,111496,0.166,0.292,0.347,0.195
0,58,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,12710,2217439,0.219,0.447,0.27,0.064
0,58,Large Groups,Cancer,Cancer,2227,2217439,0.219,0.447,0.27,0.064
0,58,Large Groups,CMNN,CMNN,1841,2217439,0.219,0.447,0.27,0.064
0,58,Large Groups,Injuries,Homicides,1173,2217439,0.219,0.447,0.27,0.064
0,58,Large Groups,Injuries,Non-violent injuries,904,2217439,0.219,0.447,0.27,0.064
0,58,Large Groups,Injuries,Suicides,140,2217439,0.219,0.447,0.27,0.064
0,58,Large Groups,NCDs,NCDs,6426,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Cancer,Bladder cancer,48,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Cancer,Brain and nervous system cancers,108,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Cancer,Breast cancer,190,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Cancer,Cervix uteri cancer,71,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Cancer,Colon and rectum cancers,208,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Cancer,Corpus uteri cancer,33,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Cancer,Gallbladder and biliary tract cancer,37,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Cancer,Kidney and ureter cancer,40,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Cancer,Larynx cancer,38,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Cancer,Leukaemia,88,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Cancer,Liver cancer,90,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Cancer,"Lymphomas, multiple myeloma",99,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Cancer,Melanoma and other skin cancers,36,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Cancer,Mouth and oropharynx cancers,95,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Cancer,Oesophagus cancer,70,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Cancer,Other Cancer,256,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Cancer,Ovary cancer,48,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Cancer,Pancreas cancer,109,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Cancer,Prostate cancer,147,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Cancer,Stomach cancer,120,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Cancer,"Trachea, bronchus, lung cancers",293,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,CMNN,Infectious Diseases,510,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,CMNN,Maternal Conditions,18,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,CMNN,Nutritional Conditions,51,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,CMNN,Perinatal Conditions,278,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,CMNN,Respiratory Infections,818,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,CMNN,STDs and HIV/AIDS,135,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,CMNN,Tuberculosis,30,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Injuries,Other unintentional injuries,355,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Injuries,Road traffic accidents,548,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Injuries,Suicide,140,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,Injuries,Violence,1173,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,NCDs,Cardiovascular diseases,3257,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,NCDs,Cirrhosis of the liver,224,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,NCDs,Congenital anomalies,155,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,NCDs,Diabetes mellitus and other endocrine disorders,532,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,NCDs,Digestive Diseases,570,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,NCDs,Genitourinary diseases,354,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,NCDs,Neuropsychiatric disorders,417,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,NCDs,Other NCD,97,2217439,0.219,0.447,0.27,0.064
0,58,Small Groups,NCDs,Respiratory diseases,820,2217439,0.219,0.447,0.27,0.064
0,59,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,1539,284915,0.249,0.426,0.259,0.067
0,59,Large Groups,Cancer,Cancer,207,284915,0.249,0.426,0.259,0.067
0,59,Large Groups,CMNN,CMNN,144,284915,0.249,0.426,0.259,0.067
0,59,Large Groups,Injuries,Homicides,18,284915,0.249,0.426,0.259,0.067
0,59,Large Groups,Injuries,Non-violent injuries,78,284915,0.249,0.426,0.259,0.067
0,59,Large Groups,Injuries,Suicides,23,284915,0.249,0.426,0.259,0.067
0,59,Large Groups,NCDs,NCDs,1069,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Cancer,Bladder cancer,Suppressed,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Cancer,Brain and nervous system cancers,Suppressed,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Cancer,Breast cancer,10,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Cancer,Cervix uteri cancer,11,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Cancer,Colon and rectum cancers,16,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Cancer,Corpus uteri cancer,Suppressed,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Cancer,Gallbladder and biliary tract cancer,Suppressed,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Cancer,Kidney and ureter cancer,Suppressed,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Cancer,Larynx cancer,Suppressed,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Cancer,Leukaemia,15,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Cancer,Liver cancer,20,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Cancer,"Lymphomas, multiple myeloma",10,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Cancer,Melanoma and other skin cancers,Suppressed,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Cancer,Mouth and oropharynx cancers,Suppressed,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Cancer,Oesophagus cancer,Suppressed,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Cancer,Other Cancer,30,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Cancer,Ovary cancer,Suppressed,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Cancer,Pancreas cancer,Suppressed,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Cancer,Prostate cancer,15,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Cancer,Stomach cancer,18,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Cancer,"Trachea, bronchus, lung cancers",11,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,CMNN,Infectious Diseases,27,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,CMNN,Maternal Conditions,Suppressed,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,CMNN,Nutritional Conditions,19,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,CMNN,Perinatal Conditions,36,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,CMNN,Respiratory Infections,34,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,CMNN,STDs and HIV/AIDS,22,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,CMNN,Tuberculosis,Suppressed,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Injuries,Other unintentional injuries,41,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Injuries,Road traffic accidents,38,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Injuries,Suicide,23,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,Injuries,Violence,18,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,NCDs,Cardiovascular diseases,414,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,NCDs,Cirrhosis of the liver,83,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,NCDs,Congenital anomalies,19,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,NCDs,Diabetes mellitus and other endocrine disorders,252,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,NCDs,Digestive Diseases,107,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,NCDs,Genitourinary diseases,61,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,NCDs,Neuropsychiatric disorders,38,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,NCDs,Other NCD,22,284915,0.249,0.426,0.259,0.067
0,59,Small Groups,NCDs,Respiratory diseases,74,284915,0.249,0.426,0.259,0.067
1,60,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,1536,163061,0.187,0.295,0.354,0.164
1,60,Large Groups,Cancer,Cancer,354,163061,0.187,0.295,0.354,0.164
1,60,Large Groups,CMNN,CMNN,65,163061,0.187,0.295,0.354,0.164
1,60,Large Groups,Injuries,Homicides,Suppressed,163061,0.187,0.295,0.354,0.164
1,60,Large Groups,Injuries,Non-violent injuries,72,163061,0.187,0.295,0.354,0.164
1,60,Large Groups,Injuries,Suicides,23,163061,0.187,0.295,0.354,0.164
1,60,Large Groups,NCDs,NCDs,1018,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Cancer,Bladder cancer,11,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Cancer,Brain and nervous system cancers,Suppressed,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Cancer,Breast cancer,23,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Cancer,Cervix uteri cancer,Suppressed,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Cancer,Colon and rectum cancers,28,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Cancer,Corpus uteri cancer,Suppressed,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Cancer,Gallbladder and biliary tract cancer,Suppressed,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Cancer,Kidney and ureter cancer,10,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Cancer,Larynx cancer,Suppressed,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Cancer,Leukaemia,16,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Cancer,Liver cancer,12,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Cancer,"Lymphomas, multiple myeloma",22,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Cancer,Melanoma and other skin cancers,Suppressed,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Cancer,Mouth and oropharynx cancers,Suppressed,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Cancer,Oesophagus cancer,10,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Cancer,Other Cancer,52,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Cancer,Ovary cancer,Suppressed,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Cancer,Pancreas cancer,22,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Cancer,Prostate cancer,19,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Cancer,Stomach cancer,Suppressed,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Cancer,"Trachea, bronchus, lung cancers",82,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,CMNN,Infectious Diseases,28,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,CMNN,Maternal Conditions,Suppressed,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,CMNN,Nutritional Conditions,Suppressed,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,CMNN,Perinatal Conditions,Suppressed,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,CMNN,Respiratory Infections,26,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,CMNN,STDs and HIV/AIDS,Suppressed,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,CMNN,Tuberculosis,Suppressed,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Injuries,Other unintentional injuries,54,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Injuries,Road traffic accidents,18,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Injuries,Suicide,23,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,Injuries,Violence,Suppressed,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,NCDs,Cardiovascular diseases,417,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,NCDs,Cirrhosis of the liver,17,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,NCDs,Congenital anomalies,Suppressed,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,NCDs,Diabetes mellitus and other endocrine disorders,97,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,NCDs,Digestive Diseases,41,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,NCDs,Genitourinary diseases,44,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,NCDs,Neuropsychiatric disorders,264,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,NCDs,Other NCD,12,163061,0.187,0.295,0.354,0.164
1,60,Small Groups,NCDs,Respiratory diseases,120,163061,0.187,0.295,0.354,0.164
0,61,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,693,138262,0.286,0.452,0.221,0.041
0,61,Large Groups,Cancer,Cancer,82,138262,0.286,0.452,0.221,0.041
0,61,Large Groups,CMNN,CMNN,83,138262,0.286,0.452,0.221,0.041
0,61,Large Groups,Injuries,Homicides,135,138262,0.286,0.452,0.221,0.041
0,61,Large Groups,Injuries,Non-violent injuries,46,138262,0.286,0.452,0.221,0.041
0,61,Large Groups,Injuries,Suicides,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Large Groups,NCDs,NCDs,341,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Cancer,Bladder cancer,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Cancer,Brain and nervous system cancers,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Cancer,Breast cancer,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Cancer,Cervix uteri cancer,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Cancer,Colon and rectum cancers,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Cancer,Corpus uteri cancer,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Cancer,Gallbladder and biliary tract cancer,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Cancer,Kidney and ureter cancer,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Cancer,Larynx cancer,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Cancer,Leukaemia,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Cancer,Liver cancer,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Cancer,"Lymphomas, multiple myeloma",Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Cancer,Melanoma and other skin cancers,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Cancer,Mouth and oropharynx cancers,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Cancer,Oesophagus cancer,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Cancer,Other Cancer,13,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Cancer,Ovary cancer,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Cancer,Pancreas cancer,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Cancer,Prostate cancer,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Cancer,Stomach cancer,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Cancer,"Trachea, bronchus, lung cancers",Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,CMNN,Infectious Diseases,17,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,CMNN,Maternal Conditions,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,CMNN,Nutritional Conditions,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,CMNN,Perinatal Conditions,22,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,CMNN,Respiratory Infections,22,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,CMNN,STDs and HIV/AIDS,13,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,CMNN,Tuberculosis,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Injuries,Other unintentional injuries,21,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Injuries,Road traffic accidents,25,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Injuries,Suicide,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,Injuries,Violence,135,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,NCDs,Cardiovascular diseases,175,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,NCDs,Cirrhosis of the liver,13,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,NCDs,Congenital anomalies,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,NCDs,Diabetes mellitus and other endocrine disorders,50,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,NCDs,Digestive Diseases,20,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,NCDs,Genitourinary diseases,14,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,NCDs,Neuropsychiatric disorders,22,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,NCDs,Other NCD,Suppressed,138262,0.286,0.452,0.221,0.041
0,61,Small Groups,NCDs,Respiratory diseases,35,138262,0.286,0.452,0.221,0.041
1,62,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,24059,2777573,0.184,0.336,0.339,0.14
1,62,Large Groups,Cancer,Cancer,5573,2777573,0.184,0.336,0.339,0.14
1,62,Large Groups,CMNN,CMNN,1715,2777573,0.184,0.336,0.339,0.14
1,62,Large Groups,Injuries,Homicides,396,2777573,0.184,0.336,0.339,0.14
1,62,Large Groups,Injuries,Non-violent injuries,1217,2777573,0.184,0.336,0.339,0.14
